ad_id,date,reach,impressions,clicks,ctr,cpc,cpm,cost,revenue,view_content,add_to_cart,initiate_checkout,purchase,form_view,lead,engagement,app_install,video_view
AD00012,2024-03-02,2424,3463,27,0.78,1.27,9.91,34.32,0.0,16,4,2,0,1,0,43,0,173
AD00012,2024-03-03,1698,2426,19,0.78,1.37,10.77,26.12,0.0,11,3,1,0,1,0,30,0,121
AD00012,2024-03-04,2930,4187,39,0.93,0.8,7.49,31.37,0.0,23,6,3,0,2,0,62,0,209
AD00012,2024-03-05,2056,2938,30,1.02,0.92,9.35,27.46,0.0,18,5,3,0,2,0,48,0,146
AD00012,2024-03-06,2814,4021,33,0.82,1.07,8.75,35.19,0.0,19,5,3,0,2,0,52,0,201
AD00012,2024-03-07,2335,3337,40,1.2,0.76,9.12,30.43,0.0,24,7,4,0,2,0,64,0,166
AD00012,2024-03-08,2200,3143,38,1.21,0.85,10.23,32.14,0.0,22,6,3,0,2,0,60,0,157
AD00012,2024-03-09,2219,3170,35,1.1,0.88,9.74,30.87,0.0,21,6,3,0,2,0,56,0,158
AD00012,2024-03-10,2425,3465,27,0.78,1.21,9.41,32.6,0.0,16,4,2,0,1,0,43,0,173
AD00012,2024-03-11,2141,3059,31,1.01,0.96,9.69,29.65,0.0,18,5,3,0,2,0,49,0,152
AD00012,2024-03-12,2386,3409,25,0.73,1.41,10.36,35.33,0.0,15,4,2,0,1,0,40,0,170
AD00012,2024-03-13,2653,3790,28,0.74,1.0,7.39,27.99,0.0,16,4,2,0,1,0,44,0,189
AD00012,2024-03-14,1998,2855,32,1.12,0.96,10.71,30.58,0.0,19,5,3,0,2,0,51,0,142
AD00012,2024-03-15,2746,3923,31,0.79,0.91,7.2,28.23,0.0,18,5,3,0,2,0,49,0,196
AD00012,2024-03-16,3401,4859,43,0.88,0.81,7.19,34.96,0.0,25,7,4,0,3,0,68,0,242
AD00012,2024-03-17,2347,3354,30,0.89,1.0,8.96,30.05,0.0,18,5,3,0,2,0,48,0,167
AD00012,2024-03-18,2313,3305,30,0.91,1.18,10.73,35.46,0.0,18,5,3,0,2,0,48,0,165
AD00012,2024-03-19,2510,3586,38,1.06,0.94,9.96,35.72,0.0,22,6,3,0,2,0,60,0,179
AD00012,2024-03-20,2443,3491,32,0.92,0.88,8.07,28.17,0.0,19,5,3,0,2,0,51,0,174
AD00012,2024-03-21,2346,3352,27,0.81,1.15,9.24,30.97,0.0,16,4,2,0,1,0,43,0,167
AD00012,2024-03-22,2354,3363,30,0.89,0.97,8.63,29.02,0.0,18,5,3,0,2,0,48,0,168
AD00012,2024-03-23,3152,4503,55,1.22,0.64,7.78,35.03,78.71,33,9,5,1,3,0,88,0,225
AD00012,2024-03-24,2429,3470,30,0.86,0.88,7.59,26.35,0.0,18,5,3,0,2,0,48,0,173
AD00012,2024-03-25,2752,3932,38,0.97,0.8,7.76,30.53,0.0,22,6,3,0,2,0,60,0,196
AD00012,2024-03-26,2351,3359,30,0.89,1.04,9.33,31.34,0.0,18,5,3,0,2,0,48,0,167
AD00012,2024-03-27,2338,3340,28,0.84,0.97,8.17,27.3,0.0,16,4,2,0,1,0,44,0,167
AD00012,2024-03-28,1859,2657,21,0.79,1.35,10.63,28.25,0.0,12,3,1,0,1,0,33,0,132
AD00012,2024-03-29,2636,3767,32,0.85,1.01,8.56,32.25,0.0,19,5,3,0,2,0,51,0,188
AD00012,2024-03-30,2773,3962,38,0.96,0.96,9.23,36.56,0.0,22,6,3,0,2,0,60,0,198
AD00012,2024-03-31,1862,2661,27,1.01,1.02,10.31,27.44,0.0,16,4,2,0,1,0,43,0,133
AD00013,2024-01-01,753,1077,11,1.02,0.87,8.92,9.61,0.0,6,1,0,0,0,0,17,0,53
AD00013,2024-01-02,672,961,9,0.94,0.89,8.35,8.02,0.0,5,1,0,0,0,0,14,0,48
AD00013,2024-01-03,1042,1489,18,1.21,0.57,6.94,10.33,0.0,10,3,1,0,1,0,28,0,74
AD00013,2024-01-04,952,1361,13,0.96,0.75,7.13,9.71,0.0,7,2,1,0,0,0,20,0,68
AD00013,2024-01-05,753,1077,12,1.11,0.71,7.86,8.47,0.0,7,2,1,0,0,0,19,0,53
AD00013,2024-01-06,753,1076,10,0.93,0.9,8.36,8.99,0.0,6,1,0,0,0,0,16,0,53
AD00013,2024-01-07,588,841,11,1.31,0.73,9.52,8.01,0.0,6,1,0,0,0,0,17,0,42
AD00013,2024-01-08,905,1294,17,1.31,0.6,7.9,10.22,0.0,10,3,1,0,1,0,27,0,64
AD00013,2024-01-09,765,1093,15,1.37,0.69,9.49,10.37,0.0,9,2,1,0,1,0,24,0,54
AD00013,2024-01-10,941,1345,14,1.04,0.72,7.51,10.1,0.0,8,2,1,0,0,0,22,0,67
AD00013,2024-01-11,640,915,12,1.31,0.71,9.29,8.5,0.0,7,2,1,0,0,0,19,0,45
AD00013,2024-01-12,702,1004,12,1.2,0.77,9.21,9.25,0.0,7,2,1,0,0,0,19,0,50
AD00013,2024-01-13,572,818,8,0.98,1.03,10.09,8.25,0.0,4,1,0,0,0,0,12,0,40
AD00013,2024-01-14,733,1048,14,1.34,0.69,9.25,9.69,0.0,8,2,1,0,0,0,22,0,52
AD00013,2024-01-15,811,1159,14,1.21,0.63,7.61,8.82,0.0,8,2,1,0,0,0,22,0,57
AD00013,2024-01-16,1057,1510,15,0.99,0.67,6.66,10.06,0.0,9,2,1,0,1,0,24,0,75
AD00013,2024-01-17,809,1156,15,1.3,0.54,7.0,8.09,0.0,9,2,1,0,1,0,24,0,57
AD00013,2024-01-18,893,1277,15,1.17,0.61,7.14,9.12,0.0,9,2,1,0,1,0,24,0,63
AD00013,2024-01-19,861,1230,14,1.14,0.62,7.11,8.75,0.0,8,2,1,0,0,0,22,0,61
AD00013,2024-01-20,614,878,12,1.37,0.65,8.83,7.75,0.0,7,2,1,0,0,0,19,0,43
AD00013,2024-01-21,700,1000,10,1.0,0.89,8.92,8.92,0.0,6,1,0,0,0,0,16,0,50
AD00013,2024-01-22,986,1409,18,1.28,0.56,7.15,10.07,0.0,10,3,1,0,1,0,28,0,70
AD00013,2024-01-23,891,1274,15,1.18,0.7,8.29,10.56,0.0,9,2,1,0,1,0,24,0,63
AD00013,2024-01-24,900,1287,16,1.24,0.63,7.81,10.05,0.0,9,2,1,0,1,0,25,0,64
AD00013,2024-01-25,865,1237,16,1.29,0.63,8.12,10.05,0.0,9,2,1,0,1,0,25,0,61
AD00013,2024-01-26,957,1368,16,1.17,0.63,7.42,10.15,0.0,9,2,1,0,1,0,25,0,68
AD00013,2024-01-27,985,1408,15,1.07,0.7,7.42,10.45,0.0,9,2,1,0,1,0,24,0,70
AD00013,2024-01-28,993,1420,18,1.27,0.54,6.89,9.78,0.0,10,3,1,0,1,0,28,0,71
AD00013,2024-01-29,709,1013,11,1.09,0.85,9.18,9.3,0.0,6,1,0,0,0,0,17,0,50
AD00013,2024-01-30,869,1242,12,0.97,0.75,7.26,9.02,0.0,7,2,1,0,0,0,19,0,62
AD00013,2024-01-31,740,1058,14,1.32,0.65,8.61,9.11,0.0,8,2,1,0,0,0,22,0,52
AD00013,2024-02-01,993,1419,19,1.34,0.54,7.21,10.23,0.0,11,3,1,0,1,0,30,0,70
AD00013,2024-02-02,788,1126,14,1.24,0.66,8.21,9.24,0.0,8,2,1,0,0,0,22,0,56
AD00013,2024-02-03,628,898,11,1.22,0.79,9.69,8.7,0.0,6,1,0,0,0,0,17,0,44
AD00013,2024-02-04,904,1292,12,0.93,0.73,6.76,8.73,0.0,7,2,1,0,0,0,19,0,64
AD00013,2024-02-05,726,1038,11,1.06,0.91,9.67,10.04,0.0,6,1,0,0,0,0,17,0,51
AD00013,2024-02-06,805,1150,12,1.04,0.87,9.12,10.49,0.0,7,2,1,0,0,0,19,0,57
AD00013,2024-02-07,827,1182,15,1.27,0.59,7.49,8.85,0.0,9,2,1,0,1,0,24,0,59
AD00013,2024-02-08,734,1049,12,1.14,0.72,8.23,8.63,0.0,7,2,1,0,0,0,19,0,52
AD00013,2024-02-09,949,1356,14,1.03,0.66,6.77,9.18,0.0,8,2,1,0,0,0,22,0,67
AD00013,2024-02-10,623,890,8,0.9,1.11,10.01,8.91,0.0,4,1,0,0,0,0,12,0,44
AD00013,2024-02-11,799,1142,13,1.14,0.6,6.87,7.84,0.0,7,2,1,0,0,0,20,0,57
AD00013,2024-02-12,825,1179,14,1.19,0.73,8.73,10.29,0.0,8,2,1,0,0,0,22,0,58
AD00013,2024-02-13,862,1232,10,0.81,1.01,8.17,10.07,0.0,6,1,0,0,0,0,16,0,61
AD00013,2024-02-14,788,1127,12,1.06,0.87,9.26,10.44,0.0,7,2,1,0,0,0,19,0,56
AD00013,2024-02-15,601,859,10,1.16,0.84,9.77,8.39,0.0,6,1,0,0,0,0,16,0,42
AD00013,2024-02-16,788,1127,14,1.24,0.64,7.9,8.9,0.0,8,2,1,0,0,0,22,0,56
AD00013,2024-02-17,603,862,7,0.81,1.2,9.76,8.41,0.0,4,1,0,0,0,0,11,0,43
AD00013,2024-02-18,772,1103,10,0.91,1.1,10.02,11.05,0.0,6,1,0,0,0,0,16,0,55
AD00013,2024-02-19,662,946,8,0.85,1.05,8.85,8.37,0.0,4,1,0,0,0,0,12,0,47
AD00013,2024-02-20,636,909,9,0.99,1.02,10.12,9.2,0.0,5,1,0,0,0,0,14,0,45
AD00013,2024-02-21,862,1232,12,0.97,0.8,7.75,9.55,0.0,7,2,1,0,0,0,19,0,61
AD00013,2024-02-22,796,1138,10,0.88,1.09,9.59,10.91,0.0,6,1,0,0,0,0,16,0,56
AD00013,2024-02-23,584,835,9,1.08,0.93,10.06,8.4,0.0,5,1,0,0,0,0,14,0,41
AD00013,2024-02-24,851,1216,11,0.9,0.82,7.41,9.01,0.0,6,1,0,0,0,0,17,0,60
AD00013,2024-02-25,1005,1437,13,0.9,0.79,7.18,10.32,0.0,7,2,1,0,0,0,20,0,71
AD00013,2024-02-26,706,1009,9,0.89,1.03,9.15,9.23,0.0,5,1,0,0,0,0,14,0,50
AD00013,2024-02-27,918,1312,14,1.07,0.62,6.64,8.71,0.0,8,2,1,0,0,0,22,0,65
AD00013,2024-02-28,744,1064,10,0.94,0.95,8.93,9.5,0.0,6,1,0,0,0,0,16,0,53
AD00013,2024-02-29,916,1309,11,0.84,0.82,6.93,9.07,0.0,6,1,0,0,0,0,17,0,65
AD00013,2024-03-01,927,1325,11,0.83,0.84,7.0,9.28,0.0,6,1,0,0,0,0,17,0,66
AD00013,2024-03-02,944,1350,16,1.19,0.65,7.65,10.33,0.0,9,2,1,0,1,0,25,0,67
AD00013,2024-03-03,901,1288,13,1.01,0.82,8.23,10.6,0.0,7,2,1,0,0,0,20,0,64
AD00013,2024-03-04,954,1364,14,1.03,0.72,7.37,10.05,0.0,8,2,1,0,0,0,22,0,68
AD00013,2024-03-05,943,1348,12,0.89,0.82,7.3,9.84,0.0,7,2,1,0,0,0,19,0,67
AD00013,2024-03-06,692,989,8,0.81,1.25,10.09,9.98,0.0,4,1,0,0,0,0,12,0,49
AD00013,2024-03-07,937,1339,11,0.82,0.93,7.6,10.18,0.0,6,1,0,0,0,0,17,0,66
AD00013,2024-03-08,695,993,13,1.31,0.7,9.22,9.16,0.0,7,2,1,0,0,0,20,0,49
AD00013,2024-03-09,819,1170,10,0.85,0.91,7.79,9.11,0.0,6,1,0,0,0,0,16,0,58
AD00013,2024-03-10,662,946,12,1.27,0.8,10.13,9.58,0.0,7,2,1,0,0,0,19,0,47
AD00013,2024-03-11,805,1150,14,1.22,0.68,8.33,9.58,0.0,8,2,1,0,0,0,22,0,57
AD00013,2024-03-12,802,1147,11,0.96,0.83,7.94,9.11,0.0,6,1,0,0,0,0,17,0,57
AD00013,2024-03-13,759,1085,12,1.11,0.81,8.97,9.73,0.0,7,2,1,0,0,0,19,0,54
AD00013,2024-03-14,773,1105,11,1.0,0.76,7.55,8.34,0.0,6,1,0,0,0,0,17,0,55
AD00013,2024-03-15,630,900,12,1.33,0.74,9.83,8.85,0.0,7,2,1,0,0,0,19,0,45
AD00013,2024-03-16,896,1280,13,1.02,0.68,6.95,8.89,0.0,7,2,1,0,0,0,20,0,64
AD00013,2024-03-17,662,947,8,0.84,1.09,9.19,8.7,0.0,4,1,0,0,0,0,12,0,47
AD00013,2024-03-18,708,1012,9,0.89,0.9,8.04,8.14,0.0,5,1,0,0,0,0,14,0,50
AD00013,2024-03-19,806,1152,16,1.39,0.57,7.95,9.16,0.0,9,2,1,0,1,0,25,0,57
AD00013,2024-03-20,896,1281,15,1.17,0.67,7.81,10.0,0.0,9,2,1,0,1,0,24,0,64
AD00013,2024-03-21,970,1387,13,0.94,0.75,7.04,9.76,0.0,7,2,1,0,0,0,20,0,69
AD00013,2024-03-22,706,1009,9,0.89,1.04,9.31,9.39,0.0,5,1,0,0,0,0,14,0,50
AD00013,2024-03-23,1011,1445,16,1.11,0.62,6.82,9.86,0.0,9,2,1,0,1,0,25,0,72
AD00013,2024-03-24,876,1252,12,0.96,0.82,7.89,9.88,0.0,7,2,1,0,0,0,19,0,62
AD00013,2024-03-25,755,1079,11,1.02,0.98,9.96,10.75,0.0,6,1,0,0,0,0,17,0,53
AD00013,2024-03-26,788,1127,10,0.89,1.04,9.25,10.42,0.0,6,1,0,0,0,0,16,0,56
AD00013,2024-03-27,956,1366,19,1.39,0.49,6.87,9.38,0.0,11,3,1,0,1,0,30,0,68
AD00013,2024-03-28,602,861,8,0.93,1.08,10.06,8.66,0.0,4,1,0,0,0,0,12,0,43
AD00013,2024-03-29,819,1170,11,0.94,0.87,8.22,9.62,0.0,6,1,0,0,0,0,17,0,58
AD00013,2024-03-30,765,1094,14,1.28,0.57,7.25,7.93,0.0,8,2,1,0,0,0,22,0,54
AD00013,2024-03-31,652,932,12,1.29,0.71,9.11,8.49,0.0,7,2,1,0,0,0,19,0,46
AD00014,2024-01-01,598,855,11,1.29,0.79,10.21,8.73,0.0,6,1,0,0,0,0,17,0,42
AD00014,2024-01-02,599,857,9,1.05,0.97,10.19,8.73,0.0,5,1,0,0,0,0,14,0,42
AD00014,2024-01-03,843,1205,11,0.91,0.79,7.25,8.74,0.0,6,1,0,0,0,0,17,0,60
AD00014,2024-01-04,711,1017,13,1.28,0.68,8.73,8.88,0.0,7,2,1,0,0,0,20,0,50
AD00014,2024-01-05,881,1259,17,1.35,0.57,7.72,9.72,0.0,10,3,1,0,1,0,27,0,62
AD00014,2024-01-06,758,1084,12,1.11,0.85,9.38,10.17,0.0,7,2,1,0,0,0,19,0,54
AD00014,2024-01-07,729,1042,9,0.86,1.11,9.62,10.02,0.0,5,1,0,0,0,0,14,0,52
AD00014,2024-01-08,714,1021,12,1.18,0.85,10.03,10.24,0.0,7,2,1,0,0,0,19,0,51
AD00014,2024-01-09,574,820,11,1.34,0.73,9.76,8.0,0.0,6,1,0,0,0,0,17,0,41
AD00014,2024-01-10,772,1103,12,1.09,0.81,8.81,9.72,0.0,7,2,1,0,0,0,19,0,55
AD00014,2024-01-11,620,886,8,0.9,0.99,8.94,7.92,0.0,4,1,0,0,0,0,12,0,44
AD00014,2024-01-12,794,1135,15,1.32,0.67,8.89,10.09,0.0,9,2,1,0,1,0,24,0,56
AD00014,2024-01-13,715,1022,11,1.08,0.9,9.67,9.88,0.0,6,1,0,0,0,0,17,0,51
AD00014,2024-01-14,1030,1472,13,0.88,0.77,6.79,10.0,0.0,7,2,1,0,0,0,20,0,73
AD00014,2024-01-15,828,1184,10,0.84,0.79,6.66,7.89,0.0,6,1,0,0,0,0,16,0,59
AD00014,2024-01-16,710,1015,11,1.08,0.8,8.71,8.84,0.0,6,1,0,0,0,0,17,0,50
AD00014,2024-01-17,1128,1612,17,1.05,0.64,6.78,10.93,0.0,10,3,1,0,1,0,27,0,80
AD00014,2024-01-18,651,931,12,1.29,0.74,9.52,8.86,0.0,7,2,1,0,0,0,19,0,46
AD00014,2024-01-19,791,1130,13,1.15,0.58,6.66,7.53,0.0,7,2,1,0,0,0,20,0,56
AD00014,2024-01-20,747,1068,11,1.03,0.79,8.12,8.67,0.0,6,1,0,0,0,0,17,0,53
AD00014,2024-01-21,840,1201,10,0.83,1.01,8.42,10.11,0.0,6,1,0,0,0,0,16,0,60
AD00014,2024-01-22,818,1169,14,1.2,0.64,7.61,8.9,0.0,8,2,1,0,0,0,22,0,58
AD00014,2024-01-23,576,824,8,0.97,0.96,9.37,7.72,0.0,4,1,0,0,0,0,12,0,41
AD00014,2024-01-24,620,886,8,0.9,1.02,9.19,8.14,0.0,4,1,0,0,0,0,12,0,44
AD00014,2024-01-25,655,936,10,1.07,0.87,9.32,8.72,0.0,6,1,0,0,0,0,16,0,46
AD00014,2024-01-26,791,1130,16,1.42,0.58,8.17,9.23,0.0,9,2,1,0,1,0,25,0,56
AD00014,2024-01-27,732,1046,10,0.96,1.06,10.12,10.59,0.0,6,1,0,0,0,0,16,0,52
AD00014,2024-01-28,665,950,11,1.16,0.78,9.02,8.57,0.0,6,1,0,0,0,0,17,0,47
AD00014,2024-01-29,975,1393,14,1.01,0.71,7.16,9.97,0.0,8,2,1,0,0,0,22,0,69
AD00014,2024-01-30,639,914,12,1.31,0.74,9.66,8.83,0.0,7,2,1,0,0,0,19,0,45
AD00014,2024-01-31,735,1050,10,0.95,0.95,9.02,9.47,0.0,6,1,0,0,0,0,16,0,52
AD00014,2024-02-01,862,1232,14,1.14,0.76,8.64,10.64,0.0,8,2,1,0,0,0,22,0,61
AD00014,2024-02-02,623,891,10,1.12,0.86,9.65,8.6,0.0,6,1,0,0,0,0,16,0,44
AD00014,2024-02-03,1101,1573,21,1.34,0.51,6.82,10.73,0.0,12,3,1,0,1,0,33,0,78
AD00014,2024-02-04,731,1045,14,1.34,0.69,9.22,9.63,0.0,8,2,1,0,0,0,22,0,52
AD00014,2024-02-05,824,1178,13,1.1,0.7,7.67,9.04,0.0,7,2,1,0,0,0,20,0,58
AD00014,2024-02-06,814,1163,13,1.12,0.71,7.89,9.18,0.0,7,2,1,0,0,0,20,0,58
AD00014,2024-02-07,646,924,9,0.97,1.03,10.01,9.25,0.0,5,1,0,0,0,0,14,0,46
AD00014,2024-02-08,625,893,9,1.01,0.93,9.37,8.37,0.0,5,1,0,0,0,0,14,0,44
AD00014,2024-02-09,840,1201,13,1.08,0.7,7.57,9.09,0.0,7,2,1,0,0,0,20,0,60
AD00014,2024-02-10,667,953,11,1.15,0.75,8.68,8.27,0.0,6,1,0,0,0,0,17,0,47
AD00014,2024-02-11,597,854,10,1.17,0.8,9.4,8.03,0.0,6,1,0,0,0,0,16,0,42
AD00014,2024-02-12,668,955,11,1.15,0.88,10.19,9.73,0.0,6,1,0,0,0,0,17,0,47
AD00014,2024-02-13,780,1115,10,0.9,1.04,9.3,10.37,0.0,6,1,0,0,0,0,16,0,55
AD00014,2024-02-14,961,1373,13,0.95,0.85,8.04,11.04,0.0,7,2,1,0,0,0,20,0,68
AD00014,2024-02-15,667,953,8,0.84,1.04,8.73,8.32,0.0,4,1,0,0,0,0,12,0,47
AD00014,2024-02-16,975,1394,15,1.08,0.62,6.69,9.33,0.0,9,2,1,0,1,0,24,0,69
AD00014,2024-02-17,609,870,12,1.38,0.73,10.02,8.72,0.0,7,2,1,0,0,0,19,0,43
AD00014,2024-02-18,543,777,10,1.29,0.79,10.19,7.92,0.0,6,1,0,0,0,0,16,0,38
AD00014,2024-02-19,610,872,9,1.03,0.9,9.29,8.1,0.0,5,1,0,0,0,0,14,0,43
AD00014,2024-02-20,702,1004,9,0.9,1.09,9.75,9.79,0.0,5,1,0,0,0,0,14,0,50
AD00014,2024-02-21,718,1027,11,1.07,0.89,9.55,9.81,0.0,6,1,0,0,0,0,17,0,51
AD00014,2024-02-22,1047,1496,13,0.87,0.79,6.9,10.32,0.0,7,2,1,0,0,0,20,0,74
AD00014,2024-02-23,642,918,12,1.31,0.72,9.37,8.6,0.0,7,2,1,0,0,0,19,0,45
AD00014,2024-02-24,652,932,9,0.97,0.96,9.31,8.68,0.0,5,1,0,0,0,0,14,0,46
AD00014,2024-02-25,1003,1433,19,1.33,0.51,6.81,9.76,0.0,11,3,1,0,1,0,30,0,71
AD00014,2024-02-26,747,1068,10,0.94,0.91,8.52,9.1,0.0,6,1,0,0,0,0,16,0,53
AD00014,2024-02-27,634,907,11,1.21,0.71,8.67,7.86,0.0,6,1,0,0,0,0,17,0,45
AD00014,2024-02-28,947,1353,16,1.18,0.65,7.7,10.42,0.0,9,2,1,0,1,0,25,0,67
AD00014,2024-02-29,755,1079,14,1.3,0.6,7.78,8.39,0.0,8,2,1,0,0,0,22,0,53
AD00014,2024-03-01,942,1347,14,1.04,0.67,6.99,9.42,0.0,8,2,1,0,0,0,22,0,67
AD00014,2024-03-02,709,1013,9,0.89,0.88,7.81,7.91,0.0,5,1,0,0,0,0,14,0,50
AD00014,2024-03-03,1065,1522,19,1.25,0.56,7.0,10.66,0.0,11,3,1,0,1,0,30,0,76
AD00014,2024-03-04,897,1282,17,1.33,0.54,7.14,9.15,0.0,10,3,1,0,1,0,27,0,64
AD00014,2024-03-05,656,938,9,0.96,0.99,9.54,8.95,0.0,5,1,0,0,0,0,14,0,46
AD00014,2024-03-06,833,1191,16,1.34,0.59,7.92,9.43,0.0,9,2,1,0,1,0,25,0,59
AD00014,2024-03-07,725,1036,12,1.16,0.78,9.03,9.36,0.0,7,2,1,0,0,0,19,0,51
AD00014,2024-03-08,609,870,8,0.92,1.03,9.47,8.24,0.0,4,1,0,0,0,0,12,0,43
AD00014,2024-03-09,704,1007,11,1.09,0.85,9.3,9.37,0.0,6,1,0,0,0,0,17,0,50
AD00014,2024-03-10,1025,1465,15,1.02,0.71,7.25,10.62,0.0,9,2,1,0,1,0,24,0,73
AD00014,2024-03-11,1031,1473,15,1.02,0.69,7.01,10.33,0.0,9,2,1,0,1,0,24,0,73
AD00014,2024-03-12,984,1406,13,0.92,0.78,7.2,10.13,0.0,7,2,1,0,0,0,20,0,70
AD00014,2024-03-13,798,1141,16,1.4,0.51,7.08,8.08,0.0,9,2,1,0,1,0,25,0,57
AD00014,2024-03-14,812,1161,15,1.29,0.7,9.01,10.46,0.0,9,2,1,0,1,0,24,0,58
AD00014,2024-03-15,738,1055,12,1.14,0.81,9.17,9.67,0.0,7,2,1,0,0,0,19,0,52
AD00014,2024-03-16,846,1209,14,1.16,0.7,8.16,9.86,0.0,8,2,1,0,0,0,22,0,60
AD00014,2024-03-17,626,895,8,0.89,1.01,9.04,8.09,0.0,4,1,0,0,0,0,12,0,44
AD00014,2024-03-18,779,1113,13,1.17,0.76,8.9,9.91,0.0,7,2,1,0,0,0,20,0,55
AD00014,2024-03-19,660,944,11,1.17,0.86,10.02,9.46,0.0,6,1,0,0,0,0,17,0,47
AD00014,2024-03-20,905,1293,12,0.93,0.75,6.99,9.04,0.0,7,2,1,0,0,0,19,0,64
AD00014,2024-03-21,944,1349,13,0.96,0.77,7.38,9.96,0.0,7,2,1,0,0,0,20,0,67
AD00014,2024-03-22,709,1013,10,0.99,0.95,9.35,9.47,0.0,6,1,0,0,0,0,16,0,50
AD00014,2024-03-23,676,967,10,1.03,0.96,9.93,9.6,0.0,6,1,0,0,0,0,16,0,48
AD00014,2024-03-24,832,1189,13,1.09,0.65,7.14,8.49,0.0,7,2,1,0,0,0,20,0,59
AD00014,2024-03-25,755,1079,15,1.39,0.57,7.87,8.49,0.0,9,2,1,0,1,0,24,0,53
AD00014,2024-03-26,646,923,8,0.87,1.09,9.48,8.75,0.0,4,1,0,0,0,0,12,0,46
AD00014,2024-03-27,761,1088,10,0.92,1.03,9.44,10.27,0.0,6,1,0,0,0,0,16,0,54
AD00014,2024-03-28,655,936,12,1.28,0.78,9.99,9.35,0.0,7,2,1,0,0,0,19,0,46
AD00014,2024-03-29,790,1129,13,1.15,0.7,8.07,9.11,0.0,7,2,1,0,0,0,20,0,56
AD00014,2024-03-30,629,899,10,1.11,0.86,9.6,8.63,0.0,6,1,0,0,0,0,16,0,44
AD00014,2024-03-31,755,1079,11,1.02,0.9,9.22,9.95,0.0,6,1,0,0,0,0,17,0,53
AD00015,2024-01-01,914,1306,12,0.92,0.72,6.6,8.62,0.0,7,2,1,0,0,0,19,0,235
AD00015,2024-01-02,777,1110,12,1.08,0.67,7.3,8.1,0.0,7,2,1,0,0,0,19,0,199
AD00015,2024-01-03,616,881,9,1.02,0.92,9.41,8.29,0.0,5,1,0,0,0,0,14,0,158
AD00015,2024-01-04,1178,1683,16,0.95,0.73,6.96,11.72,0.0,9,2,1,0,1,0,25,0,302
AD00015,2024-01-05,1046,1495,23,1.54,0.46,7.02,10.49,0.0,13,3,1,0,1,0,36,0,269
AD00015,2024-01-06,662,947,10,1.06,0.68,7.19,6.81,0.0,6,1,0,0,0,0,16,0,170
AD00015,2024-01-07,995,1422,15,1.05,0.82,8.6,12.23,0.0,9,2,1,0,1,0,24,0,255
AD00015,2024-01-08,970,1386,20,1.44,0.57,8.26,11.45,0.0,12,3,1,0,1,0,32,0,249
AD00015,2024-01-09,866,1238,13,1.05,0.92,9.67,11.97,0.0,7,2,1,0,0,0,20,0,222
AD00015,2024-01-10,774,1107,16,1.45,0.5,7.16,7.93,0.0,9,2,1,0,1,0,25,0,199
AD00015,2024-01-11,1184,1692,16,0.95,0.72,6.78,11.48,0.0,9,2,1,0,1,0,25,0,304
AD00015,2024-01-12,1003,1434,19,1.32,0.58,7.68,11.02,0.0,11,3,1,0,1,0,30,0,258
AD00015,2024-01-13,829,1185,14,1.18,0.55,6.55,7.76,0.0,8,2,1,0,0,0,22,0,213
AD00015,2024-01-14,1084,1549,19,1.23,0.58,7.11,11.01,0.0,11,3,1,0,1,0,30,0,278
AD00015,2024-01-15,515,737,7,0.95,1.0,9.46,6.97,0.0,4,1,0,0,0,0,11,0,132
AD00015,2024-01-16,816,1167,16,1.37,0.58,7.93,9.25,0.0,9,2,1,0,1,0,25,0,210
AD00015,2024-01-17,772,1104,12,1.09,0.9,9.8,10.82,0.0,7,2,1,0,0,0,19,0,198
AD00015,2024-01-18,766,1095,13,1.19,0.71,8.4,9.2,0.0,7,2,1,0,0,0,20,0,197
AD00015,2024-01-19,950,1358,18,1.33,0.62,8.21,11.15,0.0,10,3,1,0,1,0,28,0,244
AD00015,2024-01-20,840,1201,15,1.25,0.68,8.45,10.15,0.0,9,2,1,0,1,0,24,0,216
AD00015,2024-01-21,814,1163,11,0.95,0.78,7.38,8.58,0.0,6,1,0,0,0,0,17,0,209
AD00015,2024-01-22,675,965,10,1.04,0.96,9.93,9.58,0.0,6,1,0,0,0,0,16,0,173
AD00015,2024-01-23,661,945,10,1.06,0.9,9.5,8.98,0.0,6,1,0,0,0,0,16,0,170
AD00015,2024-01-24,965,1380,20,1.45,0.56,8.13,11.22,0.0,12,3,1,0,1,0,32,0,248
AD00015,2024-01-25,661,945,9,0.95,0.86,8.2,7.75,0.0,5,1,0,0,0,0,14,0,170
AD00015,2024-01-26,927,1325,18,1.36,0.51,6.86,9.09,0.0,10,3,1,0,1,0,28,0,238
AD00015,2024-01-27,893,1277,17,1.33,0.54,7.24,9.25,0.0,10,3,1,0,1,0,27,0,229
AD00015,2024-01-28,675,965,11,1.14,0.77,8.83,8.52,0.0,6,1,0,0,0,0,17,0,173
AD00015,2024-01-29,1067,1525,20,1.31,0.51,6.68,10.18,0.0,12,3,1,0,1,0,32,0,274
AD00015,2024-01-30,898,1284,15,1.17,0.57,6.67,8.56,0.0,9,2,1,0,1,0,24,0,231
AD00015,2024-01-31,820,1172,14,1.19,0.74,8.81,10.32,0.0,8,2,1,0,0,0,22,0,210
AD00015,2024-02-01,933,1333,14,1.05,0.82,8.57,11.42,0.0,8,2,1,0,0,0,22,0,239
